0.000000000000000000e+00	1.000000000000000000e+02
1.010101010101010166e+00	9.898989898989898961e+01
2.020202020202020332e+00	9.797979797979797922e+01
3.030303030303030276e+00	9.696969696969696884e+01
4.040404040404040664e+00	9.595959595959595845e+01
5.050505050505051052e+00	9.494949494949494806e+01
6.060606060606060552e+00	9.393939393939393767e+01
7.070707070707070940e+00	9.292929292929292728e+01
8.080808080808081328e+00	9.191919191919191690e+01
9.090909090909091717e+00	9.090909090909090651e+01
1.010101010101010210e+01	8.989898989898989612e+01
1.111111111111111249e+01	8.888888888888888573e+01
1.212121212121212110e+01	8.787878787878787534e+01
1.313131313131313149e+01	8.686868686868686495e+01
1.414141414141414188e+01	8.585858585858585457e+01
1.515151515151515227e+01	8.484848484848484418e+01
1.616161616161616266e+01	8.383838383838383379e+01
1.717171717171717304e+01	8.282828282828282340e+01
1.818181818181818343e+01	8.181818181818181301e+01
1.919191919191919382e+01	8.080808080808080263e+01
2.020202020202020421e+01	7.979797979797979224e+01
2.121212121212121460e+01	7.878787878787878185e+01
2.222222222222222499e+01	7.777777777777777146e+01
2.323232323232323537e+01	7.676767676767676107e+01
2.424242424242424221e+01	7.575757575757575069e+01
2.525252525252525260e+01	7.474747474747474030e+01
2.626262626262626299e+01	7.373737373737372991e+01
2.727272727272727337e+01	7.272727272727271952e+01
2.828282828282828376e+01	7.171717171717170913e+01
2.929292929292929415e+01	7.070707070707069875e+01
3.030303030303030454e+01	6.969696969696968836e+01
3.131313131313131493e+01	6.868686868686867797e+01
3.232323232323232531e+01	6.767676767676766758e+01
3.333333333333333570e+01	6.666666666666665719e+01
3.434343434343434609e+01	6.565656565656564680e+01
3.535353535353535648e+01	6.464646464646463642e+01
3.636363636363636687e+01	6.363636363636363313e+01
3.737373737373737725e+01	6.262626262626262275e+01
3.838383838383838764e+01	6.161616161616161236e+01
3.939393939393939803e+01	6.060606060606060197e+01
4.040404040404040842e+01	5.959595959595959158e+01
4.141414141414141881e+01	5.858585858585858119e+01
4.242424242424242919e+01	5.757575757575757081e+01
4.343434343434343958e+01	5.656565656565656042e+01
4.444444444444444997e+01	5.555555555555555003e+01
4.545454545454546036e+01	5.454545454545453964e+01
4.646464646464647075e+01	5.353535353535352925e+01
4.747474747474748114e+01	5.252525252525251886e+01
4.848484848484848442e+01	5.151515151515151558e+01
4.949494949494949481e+01	5.050505050505050519e+01
5.050505050505050519e+01	4.949494949494949481e+01
5.151515151515151558e+01	4.848484848484848442e+01
5.252525252525252597e+01	4.747474747474747403e+01
5.353535353535353636e+01	4.646464646464646364e+01
5.454545454545454675e+01	4.545454545454545325e+01
5.555555555555555713e+01	4.444444444444444287e+01
5.656565656565656752e+01	4.343434343434343248e+01
5.757575757575757791e+01	4.242424242424242209e+01
5.858585858585858830e+01	4.141414141414141170e+01
5.959595959595959869e+01	4.040404040404040131e+01
6.060606060606060908e+01	3.939393939393939092e+01
6.161616161616161946e+01	3.838383838383838054e+01
6.262626262626262985e+01	3.737373737373737015e+01
6.363636363636364024e+01	3.636363636363635976e+01
6.464646464646465063e+01	3.535353535353534937e+01
6.565656565656566102e+01	3.434343434343433898e+01
6.666666666666667140e+01	3.333333333333332860e+01
6.767676767676768179e+01	3.232323232323231821e+01
6.868686868686869218e+01	3.131313131313130782e+01
6.969696969696970257e+01	3.030303030303029743e+01
7.070707070707071296e+01	2.929292929292928704e+01
7.171717171717172334e+01	2.828282828282827666e+01
7.272727272727273373e+01	2.727272727272726627e+01
7.373737373737374412e+01	2.626262626262625588e+01
7.474747474747475451e+01	2.525252525252524549e+01
7.575757575757576490e+01	2.424242424242423510e+01
7.676767676767677528e+01	2.323232323232322472e+01
7.777777777777778567e+01	2.222222222222221433e+01
7.878787878787879606e+01	2.121212121212120394e+01
7.979797979797980645e+01	2.020202020202019355e+01
8.080808080808081684e+01	1.919191919191918316e+01
8.181818181818182723e+01	1.818181818181817277e+01
8.282828282828283761e+01	1.717171717171716239e+01
8.383838383838384800e+01	1.616161616161615200e+01
8.484848484848485839e+01	1.515151515151514161e+01
8.585858585858586878e+01	1.414141414141413122e+01
8.686868686868687917e+01	1.313131313131312083e+01
8.787878787878788955e+01	1.212121212121211045e+01
8.888888888888889994e+01	1.111111111111110006e+01
8.989898989898991033e+01	1.010101010101008967e+01
9.090909090909092072e+01	9.090909090909079282e+00
9.191919191919193111e+01	8.080808080808068894e+00
9.292929292929294149e+01	7.070707070707058506e+00
9.393939393939395188e+01	6.060606060606048118e+00
9.494949494949496227e+01	5.050505050505037730e+00
9.595959595959597266e+01	4.040404040404027342e+00
9.696969696969696884e+01	3.030303030303031164e+00
9.797979797979797922e+01	2.020202020202020776e+00
9.898989898989898961e+01	1.010101010101010388e+00
1.000000000000000000e+02	0.000000000000000000e+00
